Year,ScopeID,Sector,SubSector1,SubSector2,Emissions_tonnes_CO2-e,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2017,1,Stationary Energy (excluding Electricity Generation),,,57415,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2017,1,Stationary Energy (excluding Electricity Generation),,,8066,Kyogle,North Coast,Regional,14550
2017,1,Stationary Energy (excluding Electricity Generation),,,114777,Lachlan,Central West and Orana,Regional,14600
2017,1,Stationary Energy (excluding Electricity Generation),,,68610,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2017,1,Stationary Energy (excluding Electricity Generation),,,24042,Lane Cove,Eastern Harbour City,Six Cities,14700
2017,1,Stationary Energy (excluding Electricity Generation),,,18292,Leeton,Riverina Murray,Regional,14750
2017,1,Stationary Energy (excluding Electricity Generation),,,11061,Lismore,North Coast,Regional,14850
2017,1,Stationary Energy (excluding Electricity Generation),,,35725,Lithgow,Central West and Orana,Regional,14870
2017,1,Stationary Energy (excluding Electricity Generation),,,82519,Liverpool,Western Parkland City,Six Cities,14900
2017,1,Stationary Energy (excluding Electricity Generation),,,47518,Liverpool Plains,New England North West,Regional,14920
2017,1,Stationary Energy (excluding Electricity Generation),,,15673,Lockhart,Riverina Murray,Regional,14950
2017,1,Stationary Energy (excluding Electricity Generation),,,75515,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Stationary Energy (excluding Electricity Generation),,,71696,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Stationary Energy (excluding Electricity Generation),,,275939,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Stationary Energy (excluding Electricity Generation),,,94780,Moree Plains,New England North West,Regional,15300
2017,1,Stationary Energy (excluding Electricity Generation),,,17452,Mosman,Eastern Harbour City,Six Cities,15350
2017,1,Stationary Energy (excluding Electricity Generation),,,59858,Murray River,Riverina Murray,Regional,15520
2017,1,Stationary Energy (excluding Electricity Generation),,,32021,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Stationary Energy (excluding Electricity Generation),,,814377,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Stationary Energy (excluding Electricity Generation),,,26083,Nambucca,North Coast,Regional,15700
2017,1,Stationary Energy (excluding Electricity Generation),,,495563,Narrabri,New England North West,Regional,15750
2017,1,Stationary Energy (excluding Electricity Generation),,,9465,Narrandera,Riverina Murray,Regional,15800
2017,1,Stationary Energy (excluding Electricity Generation),,,44696,Narromine,Central West and Orana,Regional,15850
2017,1,Stationary Energy (excluding Electricity Generation),,,449735,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Stationary Energy (excluding Electricity Generation),,,47856,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Stationary Energy (excluding Electricity Generation),,,117045,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Stationary Energy (excluding Electricity Generation),,,45436,Oberon,Central West and Orana,Regional,16100
2017,1,Stationary Energy (excluding Electricity Generation),,,81577,Orange,Central West and Orana,Regional,16150
2017,1,Stationary Energy (excluding Electricity Generation),,,56388,Parkes,Central West and Orana,Regional,16200
2017,1,Stationary Energy (excluding Electricity Generation),,,129592,Parramatta,Central River City,Six Cities,16260
2017,1,Stationary Energy (excluding Electricity Generation),,,140634,Penrith,Western Parkland City,Six Cities,16350
2017,1,Stationary Energy (excluding Electricity Generation),,,36896,Port Macquarie-Hastings,North Coast,Regional,16380
2017,1,Stationary Energy (excluding Electricity Generation),,,125966,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2017,1,Stationary Energy (excluding Electricity Generation),,,16868,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2017,1,Stationary Energy (excluding Electricity Generation),,,78613,Randwick,Eastern Harbour City,Six Cities,16550
2017,1,Stationary Energy (excluding Electricity Generation),,,19294,Richmond Valley,North Coast,Regional,16610
2017,1,Stationary Energy (excluding Electricity Generation),,,64071,Ryde,Eastern Harbour City,Six Cities,16700
2017,1,Stationary Energy (excluding Electricity Generation),,,35840,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2017,1,Stationary Energy (excluding Electricity Generation),,,293777,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2017,1,Stationary Energy (excluding Electricity Generation),,,1509919,Singleton,Upper Hunter,Regional,17000
2017,1,Stationary Energy (excluding Electricity Generation),,,30390,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2017,1,Stationary Energy (excluding Electricity Generation),,,120095,Snowy Valleys,Riverina Murray,Regional,17080
2017,1,Stationary Energy (excluding Electricity Generation),,,29381,Strathfield,Eastern Harbour City,Six Cities,17100
2017,1,Stationary Energy (excluding Electricity Generation),,,63281,Sutherland Shire,Central River City,Six Cities,17150
2017,1,Stationary Energy (excluding Electricity Generation),,,295783,Sydney,Eastern Harbour City,Six Cities,17200
2017,1,Stationary Energy (excluding Electricity Generation),,,116593,Tamworth Regional,New England North West,Regional,17310
2017,1,Stationary Energy (excluding Electricity Generation),,,14046,Temora,Riverina Murray,Regional,17350
2017,1,Stationary Energy (excluding Electricity Generation),,,15955,Tenterfield,New England North West,Regional,17400
2017,1,Stationary Energy (excluding Electricity Generation),,,61329,The Hills Shire,Central River City,Six Cities,17420
2017,1,Stationary Energy (excluding Electricity Generation),,,23825,Tweed,North Coast,Regional,17550
2017,1,Stationary Energy (excluding Electricity Generation),,,3217,Unincorporated NSW,Far West,Regional,19399
2017,1,Stationary Energy (excluding Electricity Generation),,,25285,Upper Hunter Shire,Upper Hunter,Regional,17620
2017,1,Stationary Energy (excluding Electricity Generation),,,1971,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2017,1,Stationary Energy (excluding Electricity Generation),,,1149,Uralla,New England North West,Regional,17650
2017,1,Stationary Energy (excluding Electricity Generation),,,69385,Wagga Wagga,Riverina Murray,Regional,17750
2017,1,Stationary Energy (excluding Electricity Generation),,,10004,Walcha,New England North West,Regional,17850
2017,1,Stationary Energy (excluding Electricity Generation),,,40022,Walgett,Far West,Regional,17900
2017,1,Stationary Energy (excluding Electricity Generation),,,61472,Warren,Central West and Orana,Regional,17950
2017,1,Stationary Energy (excluding Electricity Generation),,,62883,Warrumbungle Shire,Central West and Orana,Regional,18020
2017,1,Stationary Energy (excluding Electricity Generation),,,34230,Waverley,Eastern Harbour City,Six Cities,18050
2017,1,Stationary Energy (excluding Electricity Generation),,,30110,Weddin,Central West and Orana,Regional,18100
2017,1,Stationary Energy (excluding Electricity Generation),,,59714,Wentworth,Far West,Regional,18200
2017,1,Stationary Energy (excluding Electricity Generation),,,68122,Willoughby,Eastern Harbour City,Six Cities,18250
2017,1,Stationary Energy (excluding Electricity Generation),,,501758,Wingecarribee,South East and Tablelands,Regional,18350
2017,1,Stationary Energy (excluding Electricity Generation),,,24891,Wollondilly,Western Parkland City,Six Cities,18400
2017,1,Stationary Energy (excluding Electricity Generation),,,1670488,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2017,1,Stationary Energy (excluding Electricity Generation),,,35314,Woollahra,Eastern Harbour City,Six Cities,18500
2017,1,Stationary Energy (excluding Electricity Generation),,,20479,Yass Valley,South East and Tablelands,Regional,18710
2018,1,Stationary Energy (excluding Electricity Generation),,,69281,Albury,Riverina Murray,Regional,10050
2018,1,Stationary Energy (excluding Electricity Generation),,,34675,Armidale Regional,New England North West,Regional,10130
2018,1,Stationary Energy (excluding Electricity Generation),,,11877,Ballina,North Coast,Regional,10250
2018,1,Stationary Energy (excluding Electricity Generation),,,2826,Balranald,Far West,Regional,10300
2018,1,Stationary Energy (excluding Electricity Generation),,,55162,Bathurst Regional,Central West and Orana,Regional,10470
2018,1,Stationary Energy (excluding Electricity Generation),,,711423,Bayside,Eastern Harbour City,Six Cities,10500
2018,1,Stationary Energy (excluding Electricity Generation),,,44917,Bega Valley,South East and Tablelands,Regional,10550
2018,1,Stationary Energy (excluding Electricity Generation),,,8233,Bellingen,North Coast,Regional,10600
2018,1,Stationary Energy (excluding Electricity Generation),,,17568,Berrigan,Riverina Murray,Regional,10650
2018,1,Stationary Energy (excluding Electricity Generation),,,220153,Blacktown,Central River City,Six Cities,10750
2018,1,Stationary Energy (excluding Electricity Generation),,,140239,Bland,Riverina Murray,Regional,10800
2018,1,Stationary Energy (excluding Electricity Generation),,,23309,Blayney,Central West and Orana,Regional,10850
2018,1,Stationary Energy (excluding Electricity Generation),,,51432,Blue Mountains,Western Parkland City,Six Cities,10900
2018,1,Stationary Energy (excluding Electricity Generation),,,49783,Bogan,Central West and Orana,Regional,10950
2018,1,Stationary Energy (excluding Electricity Generation),,,3989,Bourke,Far West,Regional,11150
2018,1,Stationary Energy (excluding Electricity Generation),,,11350,Brewarrina,Far West,Regional,11200
2018,1,Stationary Energy (excluding Electricity Generation),,,23401,Broken Hill,Far West,Regional,11250
2018,1,Stationary Energy (excluding Electricity Generation),,,19831,Burwood,Eastern Harbour City,Six Cities,11300
2018,1,Stationary Energy (excluding Electricity Generation),,,9957,Byron,North Coast,Regional,11350
2018,1,Stationary Energy (excluding Electricity Generation),,,18437,Cabonne,Central West and Orana,Regional,11400
2018,1,Stationary Energy (excluding Electricity Generation),,,72078,Camden,Western Parkland City,Six Cities,11450
2018,1,Stationary Energy (excluding Electricity Generation),,,87390,Campbelltown,Western Parkland City,Six Cities,11500
2018,1,Stationary Energy (excluding Electricity Generation),,,41542,Canada Bay,Eastern Harbour City,Six Cities,11520
2018,1,Stationary Energy (excluding Electricity Generation),,,146800,Canterbury-Bankstown,Central River City,Six Cities,11570
2018,1,Stationary Energy (excluding Electricity Generation),,,93904,Carrathool,Riverina Murray,Regional,11600
2018,1,Stationary Energy (excluding Electricity Generation),,,77064,Central Coast,Central Coast City,Six Cities,11650
2018,1,Stationary Energy (excluding Electricity Generation),,,471,Central Darling,Far West,Regional,11700
2018,1,Stationary Energy (excluding Electricity Generation),,,23637,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2018,1,Stationary Energy (excluding Electricity Generation),,,90684,Clarence Valley,North Coast,Regional,11730
2018,1,Stationary Energy (excluding Electricity Generation),,,46836,Cobar,Far West,Regional,11750
2018,1,Stationary Energy (excluding Electricity Generation),,,28011,Coffs Harbour,North Coast,Regional,11800
2018,1,Stationary Energy (excluding Electricity Generation),,,25503,Coolamon,Riverina Murray,Regional,12000
2018,1,Stationary Energy (excluding Electricity Generation),,,78261,Coonamble,Central West and Orana,Regional,12150
2018,1,Stationary Energy (excluding Electricity Generation),,,49175,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2018,1,Stationary Energy (excluding Electricity Generation),,,19007,Cowra,Central West and Orana,Regional,12350
2018,1,Stationary Energy (excluding Electricity Generation),,,227312,Cumberland,Central River City,Six Cities,12380
2018,1,Stationary Energy (excluding Electricity Generation),,,67973,Dubbo Regional,Central West and Orana,Regional,12390
2018,1,Stationary Energy (excluding Electricity Generation),,,2815,Dungog,Upper Hunter,Regional,12700
2018,1,Stationary Energy (excluding Electricity Generation),,,8910,Edward River,Riverina Murray,Regional,12730
2018,1,Stationary Energy (excluding Electricity Generation),,,33827,Eurobodalla,South East and Tablelands,Regional,12750
2018,1,Stationary Energy (excluding Electricity Generation),,,210758,Fairfield,Western Parkland City,Six Cities,12850
2018,1,Stationary Energy (excluding Electricity Generation),,,71763,Federation,Riverina Murray,Regional,12870
2018,1,Stationary Energy (excluding Electricity Generation),,,111419,Forbes,Central West and Orana,Regional,12900
2018,1,Stationary Energy (excluding Electricity Generation),,,55508,Georges River,Central River City,Six Cities,12930
2018,1,Stationary Energy (excluding Electricity Generation),,,8082,Gilgandra,Central West and Orana,Regional,12950
2018,1,Stationary Energy (excluding Electricity Generation),,,10981,Glen Innes Severn,New England North West,Regional,13010
2018,1,Stationary Energy (excluding Electricity Generation),,,104601,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2018,1,Stationary Energy (excluding Electricity Generation),,,35048,Greater Hume Shire,Riverina Murray,Regional,13340
2018,1,Stationary Energy (excluding Electricity Generation),,,65932,Griffith,Riverina Murray,Regional,13450
2018,1,Stationary Energy (excluding Electricity Generation),,,58329,Gunnedah,New England North West,Regional,13550
2018,1,Stationary Energy (excluding Electricity Generation),,,6810,Gwydir,New England North West,Regional,13660
2018,1,Stationary Energy (excluding Electricity Generation),,,17255,Hawkesbury,Western Parkland City,Six Cities,13800
2018,1,Stationary Energy (excluding Electricity Generation),,,10160,Hay,Riverina Murray,Regional,13850
2018,1,Stationary Energy (excluding Electricity Generation),,,47910,Hilltops,South East and Tablelands,Regional,13910
2018,1,Stationary Energy (excluding Electricity Generation),,,53013,Hornsby,Eastern Harbour City,Six Cities,14000
2018,1,Stationary Energy (excluding Electricity Generation),,,7359,Hunters Hill,Eastern Harbour City,Six Cities,14100
2018,1,Stationary Energy (excluding Electricity Generation),,,101062,Inner West,Eastern Harbour City,Six Cities,14170
2018,1,Stationary Energy (excluding Electricity Generation),,,25412,Inverell,New England North West,Regional,14200
2018,1,Stationary Energy (excluding Electricity Generation),,,9806,Junee,Riverina Murray,Regional,14300
2018,1,Stationary Energy (excluding Electricity Generation),,,15325,Kempsey,North Coast,Regional,14350
2018,1,Stationary Energy (excluding Electricity Generation),,,7354,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2018,1,Stationary Energy (excluding Electricity Generation),,,56780,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
